p,	r,	result
62549,	1,	Regular
62563,	1,	Regular
62581,	1,	Regular
62591,	1,	Regular
62597,	1,	Regular
62603,	1,	Regular
62617,	1,	Regular
62627,	1,	Regular
62633,	1,	Regular
62639,	1,	Regular
62653,	1,	Regular
62659,	1,	Regular
62683,	1,	Regular
62687,	1,	Regular
62701,	1,	Regular
62723,	1,	Regular
62731,	1,	Regular
62743,	1,	Regular
62753,	1,	Regular
62761,	1,	Regular
62773,	1,	Regular
62791,	1,	Regular
62801,	1,	Regular
62819,	1,	Regular
62827,	1,	Regular
62851,	1,	Regular
62861,	1,	Regular
62869,	1,	Regular
62873,	1,	Regular
62897,	1,	Regular
62903,	1,	Regular
62921,	1,	Regular
62927,	1,	Regular
62929,	1,	Regular
62939,	1,	Regular
62969,	1,	Regular
62971,	1,	Regular
62981,	1,	Regular
62983,	1,	Regular
62987,	1,	Regular
62989,	1,	Regular
63029,	1,	Regular
63031,	1,	Regular
63059,	1,	Regular
63067,	1,	Regular
63073,	1,	Regular
63079,	1,	Regular
63097,	1,	Regular
63103,	1,	Regular
63113,	1,	Regular
63127,	1,	Regular
63131,	1,	Regular
63149,	1,	Regular
63179,	1,	Regular
63197,	1,	Regular
63199,	1,	Regular
63211,	1,	Regular
63241,	1,	Regular
63247,	1,	Regular
63277,	1,	Regular
63281,	1,	Regular
63299,	1,	Regular
63311,	1,	Regular
63313,	1,	Regular
63317,	1,	Regular
63331,	1,	Regular
63337,	1,	Regular
63347,	1,	Regular
63353,	1,	Regular
63361,	1,	Regular
63367,	1,	Regular
63377,	1,	Regular
63389,	1,	Regular
63391,	1,	Regular
63397,	1,	Regular
63409,	1,	Regular
63419,	1,	Regular
63421,	1,	Regular
63439,	1,	Regular
63443,	1,	Regular
63463,	1,	Regular
63467,	1,	Regular
63473,	1,	Regular
63487,	1,	Regular
63493,	1,	Regular
63499,	1,	Regular
63521,	1,	Regular
63527,	1,	Regular
63533,	1,	Regular
63541,	1,	Regular
63559,	1,	Regular
63577,	1,	Regular
63587,	1,	Regular
63589,	1,	Regular
63599,	1,	Regular
63601,	1,	Regular
63607,	1,	Regular
63611,	1,	Regular
63617,	1,	Regular
63629,	1,	Regular
63647,	1,	Regular
63649,	1,	Regular
63659,	1,	Regular
63667,	1,	Regular
63671,	1,	Regular
63689,	1,	Regular
63691,	1,	Regular
63697,	1,	Regular
63703,	1,	Regular
63709,	1,	Regular
63719,	1,	Regular
63727,	1,	Regular
63737,	1,	Regular
63743,	1,	Regular
63761,	1,	Regular
63773,	1,	Regular
63781,	1,	Regular
63793,	1,	Regular
63799,	1,	Regular
63803,	1,	Regular
63809,	1,	Regular
63823,	1,	Regular
63839,	1,	Regular
63841,	1,	Regular
63853,	1,	Regular
63857,	1,	Regular
63863,	1,	Regular
63901,	1,	Regular
63907,	1,	Regular
63913,	1,	Regular
63929,	1,	Regular
63949,	1,	Regular
63977,	1,	Regular
63997,	1,	Regular
64007,	1,	Regular
64013,	1,	Regular
64019,	1,	Regular
64033,	1,	Regular
64037,	1,	Regular
64063,	1,	Regular
64067,	1,	Regular
64081,	1,	Regular
64091,	1,	Regular
64109,	1,	Regular
64123,	1,	Regular
64151,	1,	Regular
64153,	1,	Regular
64157,	1,	Regular
64171,	1,	Regular
64187,	1,	Regular
64189,	1,	Regular
64217,	1,	Regular
64223,	1,	Regular
64231,	1,	Regular
64237,	1,	Regular
64271,	1,	Regular
64279,	1,	Regular
64283,	1,	Regular
64301,	1,	Regular
64303,	1,	Regular
64319,	1,	Regular
64327,	1,	Regular
64333,	1,	Regular
64373,	1,	Regular
64381,	1,	Regular
64399,	1,	Regular
64403,	1,	Regular
64433,	1,	Regular
64439,	1,	Regular
64451,	1,	Regular
64453,	1,	Regular
64483,	1,	Regular
64489,	1,	Regular
64499,	1,	Regular
64513,	1,	Regular
64553,	1,	Regular
64567,	1,	Regular
64577,	1,	Regular
64579,	1,	Regular
64591,	1,	Regular
64601,	1,	Regular
64609,	1,	Regular
64613,	1,	Regular
64621,	1,	Regular
64627,	1,	Regular
64633,	1,	Regular
64661,	1,	Regular
64663,	1,	Regular
64667,	1,	Regular
64679,	1,	Regular
64693,	1,	Regular
64709,	1,	Regular
64717,	1,	Regular
64747,	1,	Regular
64763,	1,	Regular
64781,	1,	Regular
64783,	1,	Regular
64793,	1,	Regular
64811,	1,	Regular
64817,	1,	Regular
64849,	1,	Regular
64853,	1,	Regular
64871,	1,	Regular
64877,	1,	Regular
64879,	1,	Regular
64891,	1,	Regular
64901,	1,	Regular
64919,	1,	Regular
64921,	1,	Regular
64927,	1,	Regular
64937,	1,	Regular
64951,	1,	Regular
64969,	1,	Regular
64997,	1,	Regular
65003,	1,	Regular
65011,	1,	Regular
65027,	1,	Regular
65029,	1,	Regular
65033,	1,	Regular
65053,	1,	Regular
65063,	1,	Regular
65071,	1,	Regular
65089,	1,	Regular
65099,	1,	Regular
65101,	1,	Regular
65111,	1,	Regular
65119,	1,	Regular
65123,	1,	Regular
65129,	1,	Regular
65141,	1,	Regular
65147,	1,	Regular
65167,	1,	Regular
65171,	1,	Regular
65173,	1,	Regular
65179,	1,	Regular
65183,	1,	Regular
65203,	1,	Regular
65213,	1,	Regular
65239,	1,	Regular
65257,	1,	Regular
65267,	1,	Regular
65269,	1,	Regular
65287,	1,	Regular
65293,	1,	Regular
65309,	1,	Regular
65323,	1,	Regular
65327,	1,	Regular
65353,	1,	Regular
65357,	1,	Regular
65371,	1,	Regular
65381,	1,	Regular
65393,	1,	Regular
65407,	1,	Regular
65413,	1,	Regular
65419,	1,	Regular
65423,	1,	Regular
65437,	1,	Regular
65447,	1,	Regular
65449,	1,	Regular
65479,	1,	Regular
65497,	1,	Regular
65519,	1,	Regular
65521,	1,	Regular
65537,	1,	Regular
65539,	1,	Regular
65543,	1,	Regular
65551,	1,	Regular
65557,	1,	Regular
65563,	1,	Regular
65579,	1,	Regular
65581,	1,	Regular
65587,	1,	Regular
65599,	1,	Regular
65609,	1,	Regular
65617,	1,	Regular
65629,	1,	Regular
65633,	1,	Regular
65647,	1,	Regular
65651,	1,	Regular
65657,	1,	Regular
65677,	1,	Regular
65687,	1,	Regular
65699,	1,	Regular
65701,	1,	Regular
65707,	1,	Regular
65713,	1,	Regular
65717,	1,	Regular
65719,	1,	Regular
65729,	1,	Regular
65731,	1,	Regular
65761,	1,	Regular
65777,	1,	Regular
65789,	1,	Regular
65809,	1,	Regular
65827,	1,	Regular
65831,	1,	Regular
65837,	1,	Regular
65839,	1,	Regular
65843,	1,	Regular
65851,	1,	Regular
65867,	1,	Regular
65881,	1,	Regular
65899,	1,	Regular
65921,	1,	Regular
65927,	1,	Regular
65929,	1,	Regular
65951,	1,	Regular
65957,	1,	Regular
65963,	1,	Regular
65981,	1,	Regular
65983,	1,	Regular
65993,	1,	Regular
66029,	1,	Regular
66037,	1,	Regular
66041,	1,	Regular
66047,	1,	Regular
66067,	1,	Regular
66071,	1,	Regular
66083,	1,	Regular
66089,	1,	Regular
66103,	1,	Regular
66107,	1,	Regular
66109,	1,	Regular
66137,	1,	Regular
66161,	1,	Regular
66169,	1,	Regular
66173,	1,	Regular
66179,	1,	Regular
66191,	1,	Regular
66221,	1,	Regular
66239,	1,	Regular
66271,	1,	Regular
66293,	1,	Regular
66301,	1,	Regular
66337,	1,	Regular
66343,	1,	Regular
66347,	1,	Regular
66359,	1,	Regular
66361,	1,	Regular
66373,	1,	Regular
66377,	1,	Regular
66383,	1,	Regular
66403,	1,	Regular
66413,	1,	Regular
66431,	1,	Regular
66449,	1,	Regular
66457,	1,	Regular
66463,	1,	Regular
66467,	1,	Regular
66491,	1,	Regular
66499,	1,	Regular
66509,	1,	Regular
66523,	1,	Regular
66529,	1,	Regular
66533,	1,	Regular
66541,	1,	Regular
66553,	1,	Regular
66569,	1,	Regular
66571,	1,	Regular
66587,	1,	Regular
66593,	1,	Regular
66601,	1,	Regular
66617,	1,	Regular
66629,	1,	Regular
66643,	1,	Regular
66653,	1,	Regular
66683,	1,	Regular
66697,	1,	Regular
66701,	1,	Regular
66713,	1,	Regular
66721,	1,	Regular
66733,	1,	Regular
66739,	1,	Regular
66749,	1,	Regular
66751,	1,	Regular
66763,	1,	Regular
66791,	1,	Regular
66797,	1,	Regular
66809,	1,	Regular
66821,	1,	Regular
66841,	1,	Regular
66851,	1,	Regular
66853,	1,	Regular
66863,	1,	Regular
66877,	1,	Regular
66883,	1,	Regular
66889,	1,	Regular
66919,	1,	Regular
66923,	1,	Regular
66931,	1,	Regular
66943,	1,	Regular
66947,	1,	Regular
66949,	1,	Regular
66959,	1,	Regular
66973,	1,	Regular
66977,	1,	Regular
67003,	1,	Regular
67021,	1,	Regular
67033,	1,	Regular
67043,	1,	Regular
67049,	1,	Regular
67057,	1,	Regular
67061,	1,	Regular
67073,	1,	Regular
67079,	1,	Regular
67103,	1,	Regular
67121,	1,	Regular
67129,	1,	Regular
67139,	1,	Regular
67141,	1,	Regular
67153,	1,	Regular
67157,	1,	Regular
67169,	1,	Regular
67181,	1,	Regular
67187,	1,	Regular
67189,	1,	Regular
67211,	1,	Regular
67213,	1,	Regular
67217,	1,	Regular
67219,	1,	Regular
67231,	1,	Regular
67247,	1,	Regular
67261,	1,	Regular
67271,	1,	Regular
67273,	1,	Regular
67289,	1,	Regular
67307,	1,	Regular
67339,	1,	Regular
67343,	1,	Regular
67349,	1,	Regular
67369,	1,	Regular
67391,	1,	Regular
67399,	1,	Regular
67409,	1,	Regular
67411,	1,	Regular
67421,	1,	Regular
67427,	1,	Regular
67429,	1,	Regular
67433,	1,	Regular
67447,	1,	Regular
67453,	1,	Regular
67477,	1,	Regular
67481,	1,	Regular
67489,	1,	Regular
67493,	1,	Regular
67499,	1,	Regular
67511,	1,	Regular
67523,	1,	Regular
67531,	1,	Regular
67537,	1,	Regular
67547,	1,	Regular
67559,	1,	Regular
67567,	1,	Regular
67577,	1,	Regular
67579,	1,	Regular
67589,	1,	Regular
67601,	1,	Regular
67607,	1,	Regular
67619,	1,	Regular
67631,	1,	Regular
67651,	1,	Regular
67679,	1,	Regular
67699,	1,	Regular
67709,	1,	Regular
67723,	1,	Regular
67733,	1,	Regular
67741,	1,	Regular
67751,	1,	Regular
67757,	1,	Regular
67759,	1,	Regular
67763,	1,	Regular
67777,	1,	Regular
67783,	1,	Regular
67789,	1,	Regular
67801,	1,	Regular
67807,	1,	Regular
67819,	1,	Regular
67829,	1,	Regular
67843,	1,	Regular
67853,	1,	Regular
67867,	1,	Regular
67883,	1,	Regular
67891,	1,	Regular
67901,	1,	Regular
67927,	1,	Regular
67931,	1,	Regular
67933,	1,	Regular
67939,	1,	Regular
67943,	1,	Regular
67957,	1,	Regular
67961,	1,	Regular
67967,	1,	Regular
67979,	1,	Regular
67987,	1,	Regular
67993,	1,	Regular
68023,	1,	Regular
68041,	1,	Regular
68053,	1,	Regular
68059,	1,	Regular
68071,	1,	Regular
68087,	1,	Regular
68099,	1,	Regular
68111,	1,	Regular
68113,	1,	Regular
68141,	1,	Regular
68147,	1,	Regular
68161,	1,	Regular
68171,	1,	Regular
68207,	1,	Regular
68209,	1,	Regular
68213,	1,	Regular
68219,	1,	Regular
68227,	1,	Regular
68239,	1,	Regular
68261,	1,	Regular
68279,	1,	Regular
68281,	1,	Regular
68311,	1,	Regular
68329,	1,	Regular
68351,	1,	Regular
68371,	1,	Regular
68389,	1,	Regular
68399,	1,	Regular
68437,	1,	Regular
68443,	1,	Regular
68447,	1,	Regular
68449,	1,	Regular
68473,	1,	Regular
68477,	1,	Regular
68483,	1,	Regular
68489,	1,	Regular
68491,	1,	Regular
68501,	1,	Regular
68507,	1,	Regular
68521,	1,	Regular
68531,	1,	Regular
68539,	1,	Regular
68543,	1,	Regular
68567,	1,	Regular
68581,	1,	Regular
68597,	1,	Regular
68611,	1,	Regular
68633,	1,	Regular
68639,	1,	Regular
68659,	1,	Regular
68669,	1,	Regular
68683,	1,	Regular
68687,	1,	Regular
68699,	1,	Regular
68711,	1,	Regular
68713,	1,	Regular
68729,	1,	Regular
68737,	1,	Regular
68743,	1,	Regular
68749,	1,	Regular
68767,	1,	Regular
68771,	1,	Regular
68777,	1,	Regular
68791,	1,	Regular
68813,	1,	Regular
68819,	1,	Regular
68821,	1,	Regular
68863,	1,	Regular
68879,	1,	Regular
68881,	1,	Regular
68891,	1,	Regular
68897,	1,	Regular
68899,	1,	Regular
68903,	1,	Regular
68909,	1,	Regular
68917,	1,	Regular
68927,	1,	Regular
68947,	1,	Regular
68963,	1,	Regular
68993,	1,	Regular
69001,	1,	Regular
69011,	1,	Regular
69019,	1,	Regular
69029,	1,	Regular
69031,	1,	Regular
69061,	1,	Regular
69067,	1,	Regular
69073,	1,	Regular
69109,	1,	Regular
69119,	1,	Regular
69127,	1,	Regular
69143,	1,	Regular
69149,	1,	Regular
69151,	1,	Regular
69163,	1,	Regular
69191,	1,	Regular
69193,	1,	Regular
69197,	1,	Regular
69203,	1,	Regular
69221,	1,	Regular
69233,	1,	Regular
69239,	1,	Regular
69247,	1,	Regular
69257,	1,	Regular
69259,	1,	Regular
69263,	1,	Regular
69313,	1,	Regular
69317,	1,	Regular
69337,	1,	Regular
69341,	1,	Regular
69371,	1,	Regular
69379,	1,	Regular
69383,	1,	Regular
69389,	1,	Regular
69401,	1,	Regular
69403,	1,	Regular
69427,	1,	Regular
69431,	1,	Regular
69439,	1,	Regular
69457,	1,	Regular
69463,	1,	Regular
69467,	1,	Regular
69473,	1,	Regular
69481,	1,	Regular
69491,	1,	Regular
69493,	1,	Regular
69497,	1,	Regular
69499,	1,	Regular
69539,	1,	Regular
69557,	1,	Regular
69593,	1,	Regular
69623,	1,	Regular
69653,	1,	Regular
69661,	1,	Regular
69677,	1,	Regular
69691,	1,	Regular
69697,	1,	Regular
69709,	1,	Regular
69737,	1,	Regular
69739,	1,	Regular
69761,	1,	Regular
69763,	1,	Regular
69767,	1,	Regular
69779,	1,	Regular
69809,	1,	Regular
69821,	1,	Regular
69827,	1,	Regular
69829,	1,	Regular
69833,	1,	Regular
69847,	1,	Regular
69857,	1,	Regular
69859,	1,	Regular
69877,	1,	Regular
69899,	1,	Regular
69911,	1,	Regular
69929,	1,	Regular
69931,	1,	Regular
69941,	1,	Regular
69959,	1,	Regular
69991,	1,	Regular
69997,	1,	Regular
70001,	1,	Regular
70003,	1,	Regular
70009,	1,	Regular
70019,	1,	Regular
70039,	1,	Regular
70051,	1,	Regular
70061,	1,	Regular
70067,	1,	Regular
70079,	1,	Regular
70099,	1,	Regular
70111,	1,	Regular
70117,	1,	Regular
70121,	1,	Regular
70123,	1,	Regular
70139,	1,	Regular
70141,	1,	Regular
70157,	1,	Regular
70163,	1,	Regular
70177,	1,	Regular
70181,	1,	Regular
70183,	1,	Regular
70199,	1,	Regular
70201,	1,	Regular
70207,	1,	Regular
70223,	1,	Regular
70229,	1,	Regular
70237,	1,	Regular
70241,	1,	Regular
70249,	1,	Regular
70271,	1,	Regular
70289,	1,	Regular
70297,	1,	Regular
70309,	1,	Regular
70313,	1,	Regular
70321,	1,	Regular
70327,	1,	Regular
70351,	1,	Regular
70373,	1,	Regular
70379,	1,	Regular
70381,	1,	Regular
70393,	1,	Regular
70423,	1,	Regular
70429,	1,	Regular
70439,	1,	Regular
70451,	1,	Regular
70457,	1,	Regular
70459,	1,	Regular
70481,	1,	Regular
70487,	1,	Regular
70489,	1,	Regular
70501,	1,	Regular
70507,	1,	Regular
70529,	1,	Regular
70537,	1,	Regular
70549,	1,	Regular
70571,	1,	Regular
70573,	1,	Regular
70583,	1,	Regular
70589,	1,	Regular
70607,	1,	Regular
70619,	1,	Regular
70621,	1,	Regular
70627,	1,	Regular
70639,	1,	Regular
70657,	1,	Regular
70663,	1,	Regular
70667,	1,	Regular
70687,	1,	Regular
70709,	1,	Regular
70717,	1,	Regular
70729,	1,	Regular
70753,	1,	Regular
70769,	1,	Regular
70783,	1,	Regular
70793,	1,	Regular
70823,	1,	Regular
70841,	1,	Regular
70843,	1,	Regular
70849,	1,	Regular
70853,	1,	Regular
70867,	1,	Regular
70877,	1,	Regular
70879,	1,	Regular
70891,	1,	Regular
70901,	1,	Regular
70913,	1,	Regular
70919,	1,	Regular
70921,	1,	Regular
70937,	1,	Regular
70949,	1,	Regular
70951,	1,	Regular
70957,	1,	Regular
70969,	1,	Regular
70979,	1,	Regular
70981,	1,	Regular
70991,	1,	Regular
70997,	1,	Regular
70999,	1,	Regular
71011,	1,	Regular
71023,	1,	Regular
71039,	1,	Regular
71059,	1,	Regular
71069,	1,	Regular
71081,	1,	Regular
71089,	1,	Regular
71119,	1,	Regular
71129,	1,	Regular
71143,	1,	Regular
71147,	1,	Regular
71153,	1,	Regular
71161,	1,	Regular
71167,	1,	Regular
71171,	1,	Regular
71191,	1,	Regular
71209,	1,	Regular
71233,	1,	Regular
71237,	1,	Regular
71249,	1,	Regular
71257,	1,	Regular
71261,	1,	Regular
71263,	1,	Regular
71287,	1,	Regular
71293,	1,	Regular
71317,	1,	Regular
71327,	1,	Regular
71329,	1,	Regular
71333,	1,	Regular
71339,	1,	Regular
71341,	1,	Regular
71347,	1,	Regular
71353,	1,	Regular
71359,	1,	Regular
71363,	1,	Regular
71387,	1,	Regular
71389,	1,	Regular
71399,	1,	Regular
71411,	1,	Regular
71413,	1,	Regular
71419,	1,	Regular
71429,	1,	Regular
71437,	1,	Regular
71443,	1,	Regular
71453,	1,	Regular
71471,	1,	Regular
71473,	1,	Regular
71479,	1,	Regular
71483,	1,	Regular
71503,	1,	Regular
71527,	1,	Regular
71537,	1,	Regular
71549,	1,	Regular
71551,	1,	Regular
71563,	1,	Regular
71569,	1,	Regular
71593,	1,	Regular
71597,	1,	Regular
71633,	1,	Regular
71647,	1,	Regular
71663,	1,	Regular
71671,	1,	Regular
71693,	1,	Regular
71699,	1,	Regular
71707,	1,	Regular
71711,	1,	Regular
71713,	1,	Regular
71719,	1,	Regular
71741,	1,	Regular
71761,	1,	Regular
71777,	1,	Regular
71789,	1,	Regular
71807,	1,	Regular
71809,	1,	Regular
71821,	1,	Regular
71837,	1,	Regular
71843,	1,	Regular
71849,	1,	Regular
71861,	1,	Regular
71867,	1,	Regular
71879,	1,	Regular
71881,	1,	Regular
71887,	1,	Regular
71899,	1,	Regular
71909,	1,	Regular
71917,	1,	Regular
71933,	1,	Regular
71941,	1,	Regular
71947,	1,	Regular
71963,	1,	Regular
71971,	1,	Regular
71983,	1,	Regular
71987,	1,	Regular
71993,	1,	Regular
71999,	1,	Regular
72019,	1,	Regular
72031,	1,	Regular
72043,	1,	Regular
72047,	1,	Regular
72053,	1,	Regular
72073,	1,	Regular
72077,	1,	Regular
72089,	1,	Regular
72091,	1,	Regular
72101,	1,	Regular
72103,	1,	Regular
72109,	1,	Regular
72139,	1,	Regular
72161,	1,	Regular
72167,	1,	Regular
72169,	1,	Regular
72173,	1,	Regular
72211,	1,	Regular
72221,	1,	Regular
72223,	1,	Regular
72227,	1,	Regular
72229,	1,	Regular
72251,	1,	Regular
72253,	1,	Regular
72269,	1,	Regular
72271,	1,	Regular
72277,	1,	Regular
72287,	1,	Regular
72307,	1,	Regular
72313,	1,	Regular
72337,	1,	Regular
72341,	1,	Regular
72353,	1,	Regular
72367,	1,	Regular
72379,	1,	Regular
72383,	1,	Regular
72421,	1,	Regular
72431,	1,	Regular
72461,	1,	Regular
72467,	1,	Regular
72469,	1,	Regular
72481,	1,	Regular
72493,	1,	Regular
72497,	1,	Regular
72503,	1,	Regular
72533,	1,	Regular
72547,	1,	Regular
72551,	1,	Regular
72559,	1,	Regular
72577,	1,	Regular
72613,	1,	Regular
72617,	1,	Regular
72623,	1,	Regular
72643,	1,	Regular
72647,	1,	Regular
72649,	1,	Regular
72661,	1,	Regular
72671,	1,	Regular
72673,	1,	Regular
72679,	1,	Regular
72689,	1,	Regular
72701,	1,	Regular
72707,	1,	Regular
72719,	1,	Regular
72727,	1,	Regular
72733,	1,	Regular
72739,	1,	Regular
72763,	1,	Regular
72767,	1,	Regular
72797,	1,	Regular
72817,	1,	Regular
72823,	1,	Regular
72859,	1,	Regular
72869,	1,	Regular
72871,	1,	Regular
72883,	1,	Regular
72889,	1,	Regular
72893,	1,	Regular
72901,	1,	Regular
72907,	1,	Regular
72911,	1,	Regular
72923,	1,	Regular
72931,	1,	Regular
72937,	1,	Regular
72949,	1,	Regular
72953,	1,	Regular
72959,	1,	Regular
72973,	1,	Regular
72977,	1,	Regular
72997,	1,	Regular
73009,	1,	Regular
73013,	1,	Regular
73019,	1,	Regular
73037,	1,	Regular
73039,	1,	Regular
73043,	1,	Regular
73061,	1,	Regular
73063,	1,	Regular
73079,	1,	Regular
73091,	1,	Regular
73121,	1,	Regular
73127,	1,	Regular
73133,	1,	Regular
73141,	1,	Regular
73181,	1,	Regular
73189,	1,	Regular
73237,	1,	Regular
73243,	1,	Regular
73259,	1,	Regular
73277,	1,	Regular
73291,	1,	Regular
73303,	1,	Regular
73309,	1,	Regular
73327,	1,	Regular
73331,	1,	Regular
73351,	1,	Regular
73361,	1,	Regular
73363,	1,	Regular
73369,	1,	Regular
73379,	1,	Regular
73387,	1,	Regular
73417,	1,	Regular
73421,	1,	Regular
73433,	1,	Regular
73453,	1,	Regular
73459,	1,	Regular
73471,	1,	Regular
73477,	1,	Regular
73483,	1,	Regular
73517,	1,	Regular
73523,	1,	Regular
73529,	1,	Regular
73547,	1,	Regular
73553,	1,	Regular
73561,	1,	Regular
73571,	1,	Regular
73583,	1,	Regular
73589,	1,	Regular
73597,	1,	Regular
73607,	1,	Regular
73609,	1,	Regular
73613,	1,	Regular
73637,	1,	Regular
73643,	1,	Regular
73651,	1,	Regular
73673,	1,	Regular
73679,	1,	Regular
73681,	1,	Regular
73693,	1,	Regular
73699,	1,	Regular
73709,	1,	Regular
73721,	1,	Regular
73727,	1,	Regular
73751,	1,	Regular
73757,	1,	Regular
73771,	1,	Regular
73783,	1,	Regular
73819,	1,	Regular
73823,	1,	Regular
73847,	1,	Regular
73849,	1,	Regular
73859,	1,	Regular
73867,	1,	Regular
73877,	1,	Regular
73883,	1,	Regular
73897,	1,	Regular
73907,	1,	Regular
73939,	1,	Regular
73943,	1,	Regular
73951,	1,	Regular
73961,	1,	Regular
73973,	1,	Regular
73999,	1,	Regular
74017,	1,	Regular
74021,	1,	Regular
74027,	1,	Regular
74047,	1,	Regular
74051,	1,	Regular
74071,	1,	Regular
74077,	1,	Regular
74093,	1,	Regular
74099,	1,	Regular
74101,	1,	Regular
74131,	1,	Regular
74143,	1,	Regular
74149,	1,	Regular
74159,	1,	Regular
74161,	1,	Regular
74167,	1,	Regular
74177,	1,	Regular
74189,	1,	Regular
74197,	1,	Regular
74201,	1,	Regular
74203,	1,	Regular
74209,	1,	Regular
74219,	1,	Regular
74231,	1,	Regular
74257,	1,	Regular
74279,	1,	Regular
74287,	1,	Regular
74293,	1,	Regular
74297,	1,	Regular
74311,	1,	Regular
74317,	1,	Regular
74323,	1,	Regular
74353,	1,	Regular
74357,	1,	Regular
74363,	1,	Regular
74377,	1,	Regular
74381,	1,	Regular
74383,	1,	Regular
74411,	1,	Regular
74413,	1,	Regular
74419,	1,	Regular
74441,	1,	Regular
74449,	1,	Regular
74453,	1,	Regular
74471,	1,	Regular
74489,	1,	Regular
74507,	1,	Regular
74509,	1,	Regular
74521,	1,	Regular
74527,	1,	Regular
74531,	1,	Regular
74551,	1,	Regular
74561,	1,	Regular
74567,	1,	Regular
74573,	1,	Regular
74587,	1,	Regular
74597,	1,	Regular
74609,	1,	Regular
74611,	1,	Regular
74623,	1,	Regular
74653,	1,	Regular
74687,	1,	Regular
74699,	1,	Regular
74707,	1,	Regular
74713,	1,	Regular
74717,	1,	Regular
74719,	1,	Regular
74729,	1,	Regular
74731,	1,	Regular
74747,	1,	Regular
74759,	1,	Regular
74761,	1,	Regular
74771,	1,	Regular
74779,	1,	Regular
74797,	1,	Regular
74821,	1,	Regular
74827,	1,	Regular
74831,	1,	Regular
74843,	1,	Regular
74857,	1,	Regular
74861,	1,	Regular
74869,	1,	Regular
74873,	1,	Regular
74887,	1,	Regular
74891,	1,	Regular
74897,	1,	Regular
74903,	1,	Regular
74923,	1,	Regular
74929,	1,	Regular
74933,	1,	Regular
74941,	1,	Regular
74959,	1,	Regular
75011,	1,	Regular
75013,	1,	Regular
75017,	1,	Regular
75029,	1,	Regular
75037,	1,	Regular
75041,	1,	Regular
75079,	1,	Regular
75083,	1,	Regular
75109,	1,	Regular
75133,	1,	Regular
75149,	1,	Regular
75161,	1,	Regular
75167,	1,	Regular
75169,	1,	Regular
75181,	1,	Regular
75193,	1,	Regular
75209,	1,	Regular
75211,	1,	Regular
75217,	1,	Regular
75223,	1,	Regular
75227,	1,	Regular
75239,	1,	Regular
75253,	1,	Regular
75269,	1,	Regular
75277,	1,	Regular
75289,	1,	Regular
75307,	1,	Regular
75323,	1,	Regular
75329,	1,	Regular
75337,	1,	Regular
75347,	1,	Regular
75353,	1,	Regular
75367,	1,	Regular
75377,	1,	Regular
75389,	1,	Regular
75391,	1,	Regular
75401,	1,	Regular
75403,	1,	Regular
75407,	1,	Regular
75431,	1,	Regular
75437,	1,	Regular
75479,	1,	Regular
75503,	1,	Regular
75511,	1,	Regular
75521,	1,	Regular
75527,	1,	Regular
75533,	1,	Regular
75539,	1,	Regular
75541,	1,	Regular
75553,	1,	Regular
75557,	1,	Regular
75571,	1,	Regular
75577,	1,	Regular
75583,	1,	Regular
75611,	1,	Regular
75617,	1,	Regular
75619,	1,	Regular
75629,	1,	Regular
75641,	1,	Regular
75653,	1,	Regular
75659,	1,	Regular
75679,	1,	Regular
75683,	1,	Regular
75689,	1,	Regular
75703,	1,	Regular
75707,	1,	Regular
75709,	1,	Regular
75721,	1,	Regular
75731,	1,	Regular
75743,	1,	Regular
75767,	1,	Regular
75773,	1,	Regular
75781,	1,	Regular
75787,	1,	Regular
75793,	1,	Regular
75797,	1,	Regular
75821,	1,	Regular
75833,	1,	Regular
75853,	1,	Regular
75869,	1,	Regular
75883,	1,	Regular
75913,	1,	Regular
75931,	1,	Regular
75937,	1,	Regular
75941,	1,	Regular
75967,	1,	Regular
75979,	1,	Regular
75983,	1,	Regular
75989,	1,	Regular
75991,	1,	Regular
75997,	1,	Regular
76001,	1,	Regular
76003,	1,	Regular
76031,	1,	Regular
76039,	1,	Regular
76079,	1,	Regular
76081,	1,	Regular
76091,	1,	Regular
76099,	1,	Regular
76103,	1,	Regular
76123,	1,	Regular
76129,	1,	Regular
76147,	1,	Regular
76157,	1,	Regular
76159,	1,	Regular
76163,	1,	Regular
76207,	1,	Regular
76213,	1,	Regular
76231,	1,	Regular
76243,	1,	Regular
76249,	1,	Regular
76253,	1,	Regular
76259,	1,	Regular
76261,	1,	Regular
76283,	1,	Regular
76289,	1,	Regular
76303,	1,	Regular
76333,	1,	Regular
76343,	1,	Regular
76367,	1,	Regular
76369,	1,	Regular
76379,	1,	Regular
76387,	1,	Regular
76403,	1,	Regular
76421,	1,	Regular
76423,	1,	Regular
76441,	1,	Regular
76463,	1,	Regular
76471,	1,	Regular
76481,	1,	Regular
76487,	1,	Regular
76493,	1,	Regular
76507,	1,	Regular
76511,	1,	Regular
76519,	1,	Regular
76537,	1,	Regular
76541,	1,	Regular
76543,	1,	Regular
76561,	1,	Regular
76579,	1,	Regular
76597,	1,	Regular
76603,	1,	Regular
76607,	1,	Regular
76631,	1,	Regular
76649,	1,	Regular
76651,	1,	Regular
76667,	1,	Regular
76673,	1,	Regular
76679,	1,	Regular
76697,	1,	Regular
76717,	1,	Regular
76733,	1,	Regular
76753,	1,	Regular
76757,	1,	Regular
76771,	1,	Regular
76777,	1,	Regular
76781,	1,	Regular
76801,	1,	Regular
